PLAYER_NAME,PLAYER_HEIGHT,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PLAYER_ID
"Tyrone Wallace",195.58,89.811216,California,USA,2016,2,60,1627820
"Tyronn Lue",182.88,79.3786,Nebraska,USA,1998,1,23,1731
"Tyrus Thomas",205.74,97.52228,"Louisiana State",USA,2006,1,4,200748
"Tyson Chandler",215.9,106.59412,None,USA,2001,1,2,2199
"Tyus Jones",187.96,88.45044,Duke,USA,2015,1,24,1626145
"Udonis Haslem",203.2,103.418976,Florida,USA,Undrafted,Undrafted,Undrafted,2617
"Uros Slokar",208.28,107.954896,None,USA,2005,2,58,101166
"Vassilis Spanoulis",193.04,88.45044,None,USA,2004,2,50,2779
"Vernon Macklin",208.28,102.965384,Florida,USA,2011,2,52,202731
"Vic Law",200.66,91.171992,Northwestern,USA,Undrafted,Undrafted,Undrafted,1629724
"Victor Oladipo",193.04,97.52228,Indiana,USA,2013,1,2,203506
"Viktor Khryapa",205.74,95.25432,None,Russia,2004,1,22,2751
"Vin Baker",210.82,111.13004,Hartford,USA,1993,1,8,452
"Vince Carter",200.66,97.52228,"North Carolina",USA,1998,1,5,1713
"Vincent Poirier",213.36,106.59412,None,France,Undrafted,Undrafted,Undrafted,1629738
"Vitaly Potapenko",208.28,127.00576,"Wright State",Ukraine,1996,1,12,958
"Vlade Divac",215.9,117.93392,None,"Serbia and Montenegro",1989,1,26,124
"Vladimir Radmanovic",208.28,106.140528,None,Serbia,2001,1,12,2209
"Vladimir Stepania",213.36,107.047712,None,Georgia,1998,1,27,1735
"Vlatko Cancar",203.2,107.047712,None,Slovenia,2017,2,49,1628427
"Von Wafer",195.58,95.25432,"Florida State",USA,2005,2,39,101144
"Voshon Lenard",193.04,92.98636,Minnesota,USA,1994,2,46,702
"Walker Russell",182.88,77.11064,"Jacksonville State",USA,1982,4,78,201041
"Wally Szczerbiak",200.66,110.222856,"Miami (OH)",USA,1999,1,6,1887
"Walter Herrmann",205.74,102.0582,None,USA,Undrafted,Undrafted,Undrafted,200835
"Walter McCarty",208.28,104.32616,Kentucky,USA,1996,1,19,962
"Walter Sharpe",205.74,111.13004,Alabama-Birmingham,USA,2008,2,32,201594
"Wang Zhi-zhi",215.9,99.79024,None,China,1999,2,36,1917
"Wayne Ellington",193.04,90.7184,"North Carolina",USA,2009,1,28,201961
"Wayne Simien",205.74,113.398,Kansas,USA,2005,1,29,101134
"Wendell Carter Jr.",208.28,115.66596,Duke,USA,2018,1,7,1628976
"Wenyen Gabriel",205.74,92.98636,None,Sudan,Undrafted,Undrafted,Undrafted,1629117
"Wes Iwundu",200.66,88.45044,"Kansas State",USA,2017,2,33,1628411
"Wesley Johnson",200.66,92.98636,Syracuse,USA,2010,1,4,202325
"Wesley Matthews",195.58,99.79024,Marquette,USA,Undrafted,Undrafted,Undrafted,202083
"Wesley Person",198.12,88.45044,Auburn,USA,1994,1,23,445
"Will Barton",195.58,77.11064,Memphis,USA,2012,2,40,203115
"Will Blalock",182.88,92.98636,"Iowa State",USA,2006,2,60,200807
"Will Bynum",182.88,83.91452,"Georgia Tech",USA,Undrafted,Undrafted,Undrafted,101198
"Will Conroy",187.96,88.45044,Washington,USA,Undrafted,Undrafted,Undrafted,101215
"Will Solomon",185.42,83.91452,Clemson,USA,2001,2,32,2226
"William Howard",203.2,93.893544,None,France,Undrafted,Undrafted,Undrafted,1629739
"Willie Cauley-Stein",213.36,108.86208,Kentucky,USA,2015,1,6,1626161
"Willie Green",193.04,90.7184,"Detroit Mercy",USA,2003,2,41,2584
"Willy Hernangomez",210.82,108.86208,None,Spain,2015,2,35,1626195
"Wilson Chandler",203.2,99.79024,DePaul,USA,2007,1,23,201163
"Xavier Henry",198.12,99.79024,Kansas,USA,2010,1,12,202333
"Xavier Silas",195.58,92.98636,"Northern Illinois",USA,2011,Undrafted,Undrafted,202918
"Yakhouba Diawara",200.66,102.0582,Pepperdine,USA,Undrafted,Undrafted,Undrafted,200821
"Yao Ming",226.06,134.263232,None,China,2002,1,1,2397
"Yaroslav Korolev",205.74,111.13004,None,Russia,2005,1,12,101117
"Yi Jianlian",213.36,107.954896,None,USA,2007,1,6,201146
"Yogi Ferrell",182.88,81.64656,Indiana,USA,Undrafted,Undrafted,Undrafted,1627812
"Yuta Tabuse",175.26,74.84268,"Brigham Young-Hawaii",USA,Undrafted,Undrafted,Undrafted,2657
"Yuta Watanabe",205.74,92.98636,"George Washington",Japan,Undrafted,Undrafted,Undrafted,1629139
"Zach LaVine",195.58,83.007336,UCLA,USA,2014,1,13,203897
"Zach Norvell Jr.",195.58,92.98636,None,USA,Undrafted,Undrafted,Undrafted,1629668
"Zach Randolph",205.74,122.46984,"Michigan State",USA,2001,1,19,2216
"Zarko Cabarkapa",210.82,106.59412,None,"Serbia and Montenegro",2003,1,17,2560
"Zaza Pachulia",210.82,108.86208,None,Georgia,2003,2,42,2585
"Zeljko Rebraca",213.36,116.573144,None,Yugoslavia,1994,2,54,1442
"Zendon Hamilton",210.82,115.212368,"St. John's (NY)",USA,Undrafted,Undrafted,Undrafted,1985
"Zhaire Smith",193.04,90.264808,"Texas Tech",USA,2018,1,16,1629015
"Zion Williamson",198.12,128.820128,Duke,USA,2019,1,1,1629627
"Zoran Planinic",200.66,88.45044,None,Croatia,2003,1,22,2565
"Zydrunas Ilgauskas",220.98,117.93392,None,Lithuania,1996,1,20,980
"Zylan Cheatham",195.58,99.79024,None,USA,Undrafted,Undrafted,Undrafted,1629597
