PLAYER_NAME,PLAYER_HEIGHT,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,PLAYER_ID
"Joe Crawford",195.58,95.25432,Kentucky,USA,2008,2,58,201621
"Joe Crispin",182.88,83.91452,"Penn State",USA,Undrafted,Undrafted,Undrafted,2343
"Joe Harris",198.12,102.0582,Virginia,USA,2014,2,33,203925
"Joe Ingles",203.2,97.975872,None,Australia,Undrafted,Undrafted,Undrafted,204060
"Joe Johnson",200.66,102.0582,Arkansas,USA,2001,1,10,2207
"Joe Smith",208.28,102.0582,Maryland,USA,1995,1,1,693
"Joel Anthony",205.74,111.13004,"Nevada-Las Vegas",Canada,Undrafted,Undrafted,Undrafted,201202
"Joel Embiid",213.36,113.398,Kansas,Cameroon,2014,1,3,203954
"Joel Przybilla",215.9,115.66596,Minnesota,USA,2000,1,9,2038
"Joey Dorsey",203.2,121.562656,Memphis,USA,2008,2,33,201595
"Joey Graham",200.66,102.0582,"Oklahoma State",USA,2005,1,16,101121
"Johan Petro",213.36,112.037224,None,France,2005,1,25,101130
"John Amaechi",208.28,122.46984,"Penn State",England,Undrafted,Undrafted,Undrafted,680
"John Collins",208.28,106.59412,"Wake Forest",USA,2017,1,19,1628381
"John Edwards",213.36,124.7378,"Kent State",USA,Undrafted,Undrafted,Undrafted,2823
"John Henson",210.82,99.79024,"North Carolina",USA,2012,1,14,203089
"John Konchar",195.58,95.25432,None,USA,Undrafted,Undrafted,Undrafted,1629723
"John Lucas III",180.34,81.64656,"Oklahoma State",USA,Undrafted,Undrafted,Undrafted,101249
"John Salmons",200.66,95.25432,"Miami (FL)",USA,2002,1,26,2422
"John Thomas",205.74,120.20188,Minnesota,USA,1997,1,25,1519
"John Wall",193.04,88.45044,Kentucky,USA,2010,1,1,202322
"John Wallace",205.74,102.0582,Syracuse,USA,1996,1,18,961
"Johnathan Motley",208.28,104.32616,Baylor,USA,Undrafted,Undrafted,Undrafted,1628405
"Johnathan Williams",205.74,103.418976,Gonzaga,USA,Undrafted,Undrafted,Undrafted,1629140
"Jon Barry",195.58,92.98636,"Georgia Tech",USA,1992,1,21,468
"Jon Brockman",200.66,115.66596,Washington,USA,2009,2,38,201972
"Jon Leuer",208.28,103.418976,Wisconsin,USA,2011,2,40,202720
"Jonah Bolden",208.28,99.79024,None,Australia,2017,2,36,1628413
"Jonas Jerebko",208.28,104.779752,None,Sweden,2009,2,39,201973
"Jonas Valanciunas",210.82,104.779752,None,Lithuania,2011,1,5,202685
"Jonathan Bender",210.82,91.625584,None,USA,1999,1,5,1886
"Jonathan Isaac",208.28,95.25432,"Florida State",USA,2017,1,6,1628371
"Jonny Flynn",182.88,83.91452,Syracuse,USA,2009,1,6,201938
"Jordan Bell",205.74,101.604608,Oregon,USA,2017,2,38,1628395
"Jordan Bone",190.5,81.64656,Tennessee,USA,2019,2,57,1629648
"Jordan Clarkson",195.58,83.91452,Missouri,USA,2014,2,46,203903
"Jordan Crawford",193.04,88.45044,Xavier,USA,2010,1,27,202348
"Jordan Farmar",187.96,81.64656,UCLA,USA,2006,1,26,200770
"Jordan Hamilton",200.66,99.79024,Texas,USA,2011,1,26,202706
"Jordan Hill",208.28,106.59412,Arizona,USA,2009,1,8,201941
"Jordan McLaughlin",180.34,83.91452,USC,USA,Undrafted,Undrafted,Undrafted,1629162
"Jordan McRae",195.58,81.192968,Tennessee,USA,2014,2,58,203895
"Jordan Poole",193.04,87.996848,Michigan,USA,2019,1,28,1629673
"Jordan Williams",208.28,117.93392,Maryland,USA,2011,2,36,202716
"Jorge Garbajosa",205.74,111.13004,None,USA,Undrafted,Undrafted,Undrafted,200816
"Jose Calderon",190.5,95.25432,None,Spain,Undrafted,Undrafted,Undrafted,101181
"Josh Boone",208.28,111.13004,Connecticut,USA,2006,1,23,200767
"Josh Childress",203.2,95.25432,Stanford,USA,2004,1,6,2735
"Josh Davis",203.2,108.86208,Wyoming,USA,Undrafted,Undrafted,Undrafted,2668
"Josh Gray",185.42,81.64656,None,USA,Undrafted,Undrafted,Undrafted,1627982
"Josh Harrellson",208.28,124.7378,Kentucky,USA,2011,2,45,202725
"Josh Hart",195.58,97.52228,Villanova,USA,2017,1,30,1628404
"Josh Howard",200.66,95.25432,"Wake Forest",USA,2003,1,29,2572
"Josh Jackson",203.2,90.7184,Kansas,USA,2017,1,4,1628367
"Josh Magette",185.42,72.57472,"Alabama Huntsville",USA,Undrafted,Undrafted,Undrafted,203705
"Josh McRoberts",208.28,108.86208,Duke,USA,2007,2,37,201177
"Josh Okogie",193.04,96.161504,"Georgia Institute of Technology",Nigeria,2018,1,20,1629006
"Josh Powell",205.74,102.0582,"North Carolina State",USA,Undrafted,Undrafted,Undrafted,2694
"Josh Reaves",193.04,97.068688,"Penn State",USA,Undrafted,Undrafted,Undrafted,1629729
"Josh Richardson",198.12,90.7184,Tennessee,USA,2015,2,40,1626196
"Josh Selby",187.96,83.007336,Kansas,USA,2011,2,49,202729
"Josh Smith",205.74,102.0582,None,USA,2004,1,17,2746
"JR Smith",198.12,99.79024,None,USA,2004,1,18,2747
"Jrue Holiday",193.04,81.64656,UCLA,USA,2009,1,17,201950
"Juan Carlos Navarro",190.5,77.11064,None,Spain,2002,2,39,2434
"Juan Dixon",190.5,74.389088,Maryland,USA,2002,1,17,2413
"Juan Toscano-Anderson",198.12,94.800728,None,USA,Undrafted,Undrafted,Undrafted,1629308
"Juancho Hernangomez",205.74,104.32616,None,Spain,2016,1,15,1627823
"Juaquin Hawkins",200.66,92.98636,"Long Beach State",USA,Undrafted,Undrafted,Undrafted,1038
"Julian Wright",203.2,102.0582,Kansas,USA,2007,1,13,201153
"Julius Hodge",200.66,95.25432,"North Carolina State",USA,2005,1,20,101125
"Julius Randle",205.74,113.398,Kentucky,USA,2014,1,7,203944
"Julyan Stone",198.12,90.7184,"Texas-El Paso",USA,Undrafted,Undrafted,Undrafted,202933
"Jumaine Jones",203.2,98.883056,Georgia,USA,1999,1,27,1908
"Junior Harrington",193.04,86.18248,Wingate,USA,Undrafted,Undrafted,Undrafted,2454
"Justin Anderson",198.12,103.418976,Virginia,USA,2015,1,21,1626147
"Justin Dentmon",180.34,83.91452,Washington,USA,Undrafted,Undrafted,Undrafted,202458
"Justin Hamilton",213.36,115.66596,"Louisiana State",USA,2012,2,45,2636
"Justin Harper",208.28,102.0582,Richmond,USA,2011,2,32,202712
"Justin Holiday",198.12,83.91452,Washington,USA,Undrafted,Undrafted,Undrafted,203200
"Justin Jackson",203.2,95.25432,"North Carolina",USA,2017,1,15,1628382
"Justin James",200.66,86.18248,Wyoming,USA,2019,2,40,1629713
"Justin Patton",213.36,107.047712,Creighton,USA,2017,1,16,1628383
"Justin Reed",203.2,108.86208,Mississippi,USA,2004,2,40,2770
"Justin Robinson",185.42,88.45044,None,USA,Undrafted,Undrafted,Undrafted,1629620
"Justin Williams",208.28,104.32616,Wyoming,USA,Undrafted,Undrafted,Undrafted,200818
"Justin Wright-Foreman",182.88,86.18248,Hofstra,USA,2019,2,53,1629625
"Justise Winslow",200.66,102.0582,Duke,USA,2015,1,10,1626159
"Jusuf Nurkic",210.82,127.00576,None,"Bosnia & Herzegovina",2014,1,16,203994
"Juwan Howard",205.74,113.398,Michigan,USA,1994,1,5,436
"Juwan Morgan",200.66,105.233344,Indiana,USA,Undrafted,Undrafted,Undrafted,1629752
"Kadeem Allen",190.5,90.7184,Arizona,USA,2017,2,53,1628443
"Kaniel Dickens",203.2,97.52228,Idaho,USA,2000,2,50,2079
"Kareem Rush",198.12,97.52228,Missouri,USA,2002,1,20,2416
"Karl Malone",205.74,116.119552,"Louisiana Tech",USA,1985,1,13,252
"Karl-Anthony Towns",213.36,110.676448,Kentucky,USA,2015,1,1,1626157
"Kasib Powell",200.66,97.52228,"Texas Tech",USA,Undrafted,Undrafted,Undrafted,2867
"Kawhi Leonard",200.66,102.0582,"San Diego State",USA,2011,1,15,202695
"Kedrick Brown",200.66,100.697424,"Northwest Florida State",USA,2001,1,11,2208
"Keita Bates-Diop",205.74,103.872568,"Ohio State",USA,2018,2,48,1628966
"Keith Benson",210.82,104.32616,Oakland,USA,2011,2,48,202728
"Keith Bogans",195.58,97.52228,Kentucky,USA,2003,2,43,2586
"Keith Langford",193.04,97.52228,Kansas,USA,Undrafted,Undrafted,Undrafted,101247
"Keith McLeod",187.96,86.18248,"Bowling Green",USA,Undrafted,Undrafted,Undrafted,2693
"Keith Van Horn",208.28,99.79024,Utah,USA,1997,1,2,1496
"Kelan Martin",195.58,104.32616,None,USA,Undrafted,Undrafted,Undrafted,1629103
"Keldon Johnson",195.58,99.79024,Kentucky,USA,2019,1,29,1629640
"Kelenna Azubuike",195.58,99.79024,Kentucky,England,Undrafted,Undrafted,Undrafted,101235
"Kelly Olynyk",213.36,107.954896,Gonzaga,Canada,2013,1,13,203482
"Kelly Oubre Jr.",200.66,92.98636,Kansas,USA,2015,1,15,1626162
"Kelvin Cato",210.82,115.66596,"Iowa State",USA,1997,1,15,1509
"Kemba Walker",185.42,83.460928,Connecticut,USA,2011,1,9,202689
"Ken Johnson",208.28,108.86208,"Ohio State",USA,2001,2,48,2256
"Kendall Gill",195.58,97.975872,Illinois,USA,1990,1,5,383
"Kendrick Nunn",187.96,86.18248,Oakland,USA,Undrafted,Undrafted,Undrafted,1629134
"Kendrick Perkins",208.28,127.00576,None,USA,2003,1,27,2570
"Kenneth Faried",203.2,103.418976,"Morehead State",USA,2011,1,22,202702
"Kenny Anderson",185.42,76.203456,"Georgia Tech",USA,1991,1,2,72
"Kenny Thomas",203.2,117.93392,"New Mexico",USA,1999,1,22,1903
"Kenrich Williams",200.66,95.25432,None,USA,Undrafted,Undrafted,Undrafted,1629026
"Kent Bazemore",195.58,91.171992,"Old Dominion",USA,Undrafted,Undrafted,Undrafted,203145
"Kentavious Caldwell-Pope",195.58,92.98636,Georgia,USA,2013,1,8,203484
"Kenyon Martin",205.74,104.32616,Cincinnati,USA,2000,1,1,2030
"Keon Clark",210.82,99.79024,"Nevada-Las Vegas",USA,1998,1,13,1721
"Kerry Kittles",195.58,81.192968,Villanova,USA,1996,1,8,954
"Kevin Burleson",190.5,92.98636,Minnesota,USA,Undrafted,Undrafted,Undrafted,101207
"Kevin Durant",205.74,97.52228,Texas,USA,2007,1,2,201142
"Kevin Garnett",210.82,99.79024,None,USA,1995,1,5,708
"Kevin Hervey",205.74,104.32616,Texas-Arlington,USA,2018,2,57,1628987
"Kevin Huerter",200.66,86.18248,Maryland,USA,2018,1,19,1628989
"Kevin Knox II",205.74,97.52228,Kentucky,USA,2018,1,9,1628995
"Kevin Love",208.28,117.93392,UCLA,USA,2008,1,5,201567
"Kevin Martin",200.66,83.91452,"Western Carolina",USA,2004,1,26,2755
"Kevin Ollie",193.04,88.45044,Connecticut,USA,Undrafted,Undrafted,Undrafted,1563
"Kevin Porter Jr.",193.04,92.079176,USC,USA,2019,1,30,1629645
"Kevin Seraphin",205.74,124.7378,"Le Moyne",France,2010,1,17,202338
"Kevin Willis",213.36,111.13004,"Michigan State",USA,1984,1,11,788
"Kevinn Pinkney",208.28,111.13004,Nevada,USA,Undrafted,Undrafted,Undrafted,200838
"Kevon Looney",205.74,99.79024,UCLA,USA,2015,1,30,1626172
"Keyon Dooling",195.58,87.543256,Missouri,USA,2000,1,10,2039
"Khem Birch",205.74,99.79024,UNLV,Canada,Undrafted,Undrafted,Undrafted,203920
"Khris Middleton",200.66,97.52228,"Texas A&M",USA,2012,2,39,203114
"Khyri Thomas",190.5,95.25432,Creighton,USA,2018,2,38,1629017
"Kirk Hinrich",190.5,86.18248,Kansas,USA,2003,1,7,2550
"Kirk Penney",195.58,99.79024,Wisconsin,USA,Undrafted,Undrafted,Undrafted,2632
"Kirk Snyder",198.12,102.0582,Nevada,USA,2004,1,16,2745
"Klay Thompson",200.66,92.98636,"Washington State",USA,2011,1,11,202691
"Kobe Bryant",200.66,90.7184,None,USA,1996,1,13,977
"Kosta Koufos",213.36,120.20188,"Ohio State",USA,2008,1,23,201585
"Kosta Perovic",218.44,108.86208,None,USA,2006,2,38,200785
"Kostas Antetokounmpo",208.28,90.7184,"University of Dayton",Greece,2018,2,60,1628961
"Kris Dunn",193.04,92.98636,Providence,USA,2016,1,5,1627739
"Kris Humphries",205.74,106.59412,Minnesota,USA,2004,1,14,2743
"Kristaps Porzingis",220.98,108.86208,None,Latvia,2015,1,4,204001
"Kurt Thomas",205.74,106.59412,"Texas Christian",USA,1995,1,10,703
"Kwame Brown",210.82,110.222856,None,USA,2001,1,1,2198
"Ky Bowman",185.42,84.821704,None,USA,Undrafted,Undrafted,Undrafted,1629065
"Kyle Anderson",205.74,104.32616,UCLA,USA,2014,1,30,203937
"Kyle Guy",185.42,75.749864,Virginia,USA,2019,2,55,1629657
"Kyle Korver",200.66,95.25432,Creighton,USA,2003,2,51,2594
"Kyle Kuzma",205.74,99.79024,Utah,USA,2017,1,27,1628398
"Kyle Lowry",182.88,79.3786,Villanova,USA,2006,1,24,200768
"Kyle O'Quinn",208.28,108.86208,"Norfolk State",USA,2012,2,49,203124
"Kyle Weaver",198.12,91.171992,"Washington State",USA,2008,2,38,201602
"Kyrie Irving",190.5,86.636072,Duke,Australia,2011,1,1,202681
"Kyrylo Fesenko",215.9,130.634496,None,Ukraine,2007,2,38,201178
"KZ Okpala",203.2,97.52228,Stanford,USA,2019,2,32,1629644
"Lamar Odom",208.28,99.79024,"Rhode Island",USA,1999,1,4,1885
"LaMarcus Aldridge",210.82,111.13004,Texas,USA,2006,1,2,200746
"Lamond Murray",200.66,107.047712,California,USA,1994,1,7,441
"Lance Allred",210.82,113.398,"Weber State",USA,Undrafted,Undrafted,Undrafted,200984
"Lance Stephenson",195.58,95.25432,Cincinnati,USA,2010,2,40,202362
"Lance Thomas",203.2,102.0582,Duke,USA,Undrafted,Undrafted,Undrafted,202498
"Landry Fields",200.66,95.25432,Stanford,USA,2010,2,39,202361
"Landry Shamet",195.58,85.275296,"Wichita State",USA,2018,1,26,1629013
"Langston Galloway",187.96,90.7184,"Saint Joseph's",USA,Undrafted,Undrafted,Undrafted,204038
"Laron Profit",195.58,92.532768,Maryland,USA,1999,2,38,1919
"Larry Hughes",195.58,83.91452,"Saint Louis",USA,1998,1,8,1716
"Larry Nance Jr.",205.74,104.32616,Wyoming,USA,2015,1,27,1626204
"Larry Sanders",210.82,106.59412,"Virginia Commonwealth",USA,2010,1,15,202336
"Latrell Sprewell",195.58,86.18248,Alabama,USA,1992,1,24,84
"Lauri Markkanen",213.36,104.32616,Arizona,Finland,2017,1,7,1628374
"Lavor Postell",195.58,92.98636,"St. John's (NY)",USA,2000,2,39,2068
"Lavoy Allen",205.74,102.0582,Temple,USA,2011,2,50,202730
"Lawrence Funderburke",205.74,104.32616,"Ohio State",USA,1994,2,51,1444
"Lawrence Roberts",205.74,108.86208,"Mississippi State",USA,2005,2,55,101160
"Lazar Hayward",198.12,102.0582,Marquette,USA,2010,1,30,202351
"Leandro Barbosa",190.5,79.832192,None,Brazil,2003,1,28,2571
"LeBron James",203.2,108.86208,None,USA,2003,1,1,2544
"Lee Nailon",203.2,109.315672,"Texas Christian",USA,1999,2,43,1924
"Leon Powe",203.2,108.86208,California,USA,2006,2,49,200796
"Leon Smith",208.28,106.59412,None,USA,1999,1,29,1910
"Lester Hudson",190.5,86.18248,Tennessee-Martin,USA,2009,2,58,201991
"Linas Kleiza",203.2,111.13004,Missouri,Lithuania,2005,1,27,101132
"Lindsey Hunter",187.96,88.45044,"Jackson State",USA,1993,1,10,283
"Linton Johnson",203.2,92.98636,Tulane,USA,Undrafted,Undrafted,Undrafted,2669
"Lionel Chalmers",182.88,81.64656,Xavier,USA,2004,2,33,2763
"Lonnie Walker IV",195.58,92.98636,Miami,USA,2018,1,18,1629022
"Lonny Baxter",203.2,117.93392,Maryland,USA,2002,2,43,2437
"Lonzo Ball",198.12,86.18248,UCLA,USA,2017,1,2,1628366
"Loren Woods",215.9,111.583632,Arizona,USA,2001,2,45,2254
"Lorenzen Wright",210.82,108.86208,Memphis,USA,1996,1,7,953
"Lou Amundson",205.74,102.0582,"Nevada-Las Vegas",USA,Undrafted,Undrafted,Undrafted,200811
"Lou Williams",185.42,79.3786,None,USA,2005,2,45,101150
"Louis King",200.66,92.98636,None,USA,Undrafted,Undrafted,Undrafted,1629663
"Luc Mbah a Moute",203.2,104.32616,UCLA,Cameroon,2008,2,37,201601
"Lucious Harris",195.58,92.98636,"Long Beach State",USA,1993,2,28,446
"Luguentz Dort",190.5,97.52228,None,Canada,Undrafted,Undrafted,Undrafted,1629652
"Luis Flores",187.96,88.45044,Manhattan,USA,2004,2,55,2784
"Luis Scola",205.74,111.13004,None,Argentina,2002,2,55,2449
"Luka Doncic",200.66,98.883056,None,Slovenia,2018,1,3,1629029
"Luka Samanic",208.28,102.965384,None,Croatia,2019,1,19,1629677
"Luke Babbitt",205.74,102.0582,Nevada,USA,2010,1,16,202337
"Luke Harangody",200.66,113.851592,"Notre Dame",USA,2010,2,52,202376
"Luke Jackson",200.66,97.52228,Oregon,USA,2004,1,10,2739
"Luke Kennard",195.58,90.7184,Duke,USA,2017,1,12,1628379
"Luke Kornet",215.9,113.398,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,1628436
"Luke Ridnour",187.96,79.3786,Oregon,USA,2003,1,14,2557
"Luke Schenscher",215.9,120.20188,"Georgia Tech",USA,Undrafted,Undrafted,Undrafted,101195
"Luke Walton",203.2,106.59412,Arizona,USA,2003,2,32,2575
"Luol Deng",203.2,99.79024,Duke,"United Kingdom",2004,1,7,2736
"Luther Head",190.5,83.91452,Illinois,USA,2005,1,24,101129
"Lynn Greer",187.96,79.3786,Temple,USA,Undrafted,Undrafted,Undrafted,2696
"Maceo Baston",205.74,97.52228,Michigan,USA,1998,2,58,1766
"Maciej Lampe",210.82,108.86208,None,Poland,2003,2,30,2573
"Malcolm Brogdon",195.58,97.52228,Virginia,USA,2016,2,36,1627763
"Malcolm Lee",195.58,90.7184,UCLA,USA,2011,2,43,202723
"Malcolm Miller",200.66,95.25432,"Holy Cross",USA,Undrafted,Undrafted,Undrafted,1626259
"Malcolm Thomas",205.74,102.0582,"San Diego State",USA,Undrafted,Undrafted,Undrafted,202952
"Malik Allen",208.28,115.66596,Villanova,USA,Undrafted,Undrafted,Undrafted,2124
"Malik Beasley",195.58,88.904032,"Florida State",USA,2016,1,19,1627736
"Malik Hairston",198.12,99.79024,Oregon,USA,2008,2,48,201612
"Malik Monk",190.5,90.7184,Kentucky,USA,2017,1,11,1628370
"Malik Newman",190.5,86.18248,Kansas,USA,Undrafted,Undrafted,Undrafted,1629005
"Malik Rose",200.66,113.398,Drexel,USA,1996,2,44,990
"Mamadou N'diaye",213.36,115.66596,Auburn,Senegal,2000,1,26,2055
"Manny Harris",195.58,83.91452,Michigan,USA,Undrafted,Undrafted,Undrafted,202412
"Manu Ginobili",198.12,95.25432,None,Argentina,1999,2,57,1938
"Marc Gasol",215.9,120.20188,None,Spain,2007,2,48,201188
"Marc Jackson",208.28,122.46984,Temple,USA,1997,2,37,1531
"Marcin Gortat",213.36,108.86208,None,Poland,2005,2,57,101162
"Marco Belinelli",195.58,87.089664,None,Italy,2007,1,18,201158
"Marcus Banks",187.96,90.7184,"Nevada-Las Vegas",USA,2003,1,13,2556
"Marcus Camby",210.82,99.79024,Massachusetts,USA,1996,1,2,948
"Marcus Fizer",205.74,118.841104,"Iowa State",USA,2000,1,4,2033
"Marcus Haislip",208.28,104.32616,Tennessee,USA,2002,1,13,2409
"Marcus Morris Sr.",205.74,106.59412,Kansas,USA,2011,1,14,202694
"Marcus Smart",193.04,99.79024,"Oklahoma State",USA,2014,1,6,203935
"Marcus Thornton",193.04,92.98636,"Louisiana State",USA,2009,2,43,201977
"Marcus Vinicius",203.2,102.0582,None,USA,2006,2,43,200790
"Marcus Williams",190.5,92.98636,Connecticut,USA,2006,1,22,201173
"Mardy Collins",198.12,99.79024,Temple,USA,2006,1,29,200776
"Marial Shayok",195.58,89.811216,"Iowa State",Canada,2019,2,54,1629621
"Mario Chalmers",185.42,86.18248,Kansas,USA,2008,2,34,201596
"Mario Hezonja",203.2,98.883056,None,Croatia,2015,1,5,1626209
"Mario Kasun",213.36,117.93392,None,Croatia,2002,2,40,2435
"Mario West",195.58,95.25432,"Georgia Tech",USA,Undrafted,Undrafted,Undrafted,201238
"Mark Blount",213.36,104.32616,Pittsburgh,USA,1997,2,54,1548
"Mark Jackson",190.5,83.91452,"St. John's (NY)",USA,1987,1,18,349
"Mark Jones",198.12,97.52228,"Central Florida",USA,2004,4,82,2891
"Mark Madsen",205.74,108.86208,Stanford,USA,2000,1,29,2058
"Mark Pope",208.28,106.59412,Kentucky,USA,1996,2,52,998
"Mark Strickland",208.28,99.79024,Temple,USA,Undrafted,Undrafted,Undrafted,1110
"Markelle Fultz",193.04,90.7184,Washington,USA,2017,1,1,1628365
"Markieff Morris",208.28,111.13004,Kansas,USA,2011,1,13,202693
"Marko Guduric",198.12,91.171992,None,Serbia,Undrafted,Undrafted,Undrafted,1629741
"Marko Jaric",200.66,89.811216,None,Serbia,2000,2,30,2060
"Marques Bolden",208.28,112.944408,None,USA,Undrafted,Undrafted,Undrafted,1629716
"Marquese Chriss",208.28,105.686936,Washington,USA,2016,1,8,1627737
"Marquis Daniels",198.12,90.7184,Auburn,USA,Undrafted,Undrafted,Undrafted,2605
"Marreese Speights",208.28,111.13004,Florida,USA,2008,1,16,201578
"MarShon Brooks",195.58,90.7184,Providence,USA,2011,1,25,202705
"Martell Webster",200.66,95.25432,None,USA,2005,1,6,101110
"Martynas Andriuskevicius",218.44,108.86208,None,Lithuania,2005,2,44,101149
"Marvin Bagley III",210.82,106.140528,Duke,USA,2018,1,2,1628963
"Marvin Williams",205.74,104.32616,"North Carolina",USA,2005,1,2,101107
"Mason Plumlee",210.82,106.59412,Duke,USA,2013,1,22,203486
"Mateen Cleaves",187.96,92.98636,"Michigan State",USA,2000,1,14,2043
"Matisse Thybulle",195.58,91.171992,Washington,USA,2019,1,20,1629680
"Matt Barnes",200.66,106.59412,UCLA,USA,2002,2,45,2440
"Matt Bonner",208.28,108.86208,Florida,USA,2003,2,45,2588
"Matt Carroll",198.12,96.161504,"Notre Dame",USA,Undrafted,Undrafted,Undrafted,2679
"Matt Freije",208.28,112.944408,Vanderbilt,USA,2004,2,53,2782
"Matt Harpring",200.66,104.779752,"Georgia Tech",USA,1998,1,15,1723
"Matt Mooney",187.96,90.264808,"Texas Tech",USA,Undrafted,Undrafted,Undrafted,1629760
"Matt Thomas",193.04,86.18248,"Iowa State",USA,Undrafted,Undrafted,Undrafted,1629744
"Matt Walsh",198.12,99.79024,Florida,USA,Undrafted,Undrafted,Undrafted,101190
"Matthew Dellavedova",193.04,90.7184,"Saint Mary's (CA)",Australia,Undrafted,Undrafted,Undrafted,203521
"Maurice Ager",195.58,91.625584,"Michigan State",USA,2006,1,28,200772
"Maurice Baker",187.96,90.7184,"Oklahoma State",USA,Undrafted,Undrafted,Undrafted,2486
"Maurice Carter",195.58,95.25432,"Louisiana State",USA,Undrafted,Undrafted,Undrafted,2466
"Maurice Evans",195.58,99.79024,Texas,USA,Undrafted,Undrafted,Undrafted,2230
"Maurice Harkless",203.2,95.25432,"St. John's (NY)",USA,2012,1,15,203090
"Maurice Taylor",205.74,117.93392,Michigan,USA,1997,1,14,1508
"Max Strus",195.58,97.52228,None,USA,Undrafted,Undrafted,Undrafted,1629622
"Maxi Kleber",210.82,99.79024,None,Germany,Undrafted,Undrafted,Undrafted,1628467
"Mehmet Okur",210.82,112.944408,None,Turkey,2001,2,37,2246
"Melvin Ely",208.28,117.93392,"Fresno State",USA,2002,1,12,2408
"Melvin Frazier Jr.",198.12,90.7184,Tulane,USA,2018,2,35,1628982
"Melvin Sanders",195.58,95.25432,"Oklahoma State",USA,Undrafted,Undrafted,Undrafted,2684
"Mengke Bateer",210.82,131.54168,None,China,Undrafted,Undrafted,Undrafted,2370
"Metta World Peace",198.12,110.676448,"St. John's (NY)",USA,1999,1,16,1897
"Meyers Leonard",215.9,111.13004,Illinois,USA,2012,1,11,203086
"Mfiondu Kabengele",205.74,113.398,"Florida State",Canada,2019,1,27,1629662
"Michael Beasley",205.74,111.13004,"Kansas State",USA,2008,1,2,201563
"Michael Bradley",205.74,102.965384,Villanova,USA,2001,1,17,2214
"Michael Carter-Williams",198.12,83.91452,Syracuse,USA,2013,1,11,203487
"Michael Curry",195.58,95.25432,"Georgia Southern",USA,Undrafted,Undrafted,Undrafted,688
"Michael Doleac",210.82,118.841104,Utah,USA,1998,1,12,1720
"Michael Finley",200.66,97.52228,Wisconsin,USA,1995,1,21,714
"Michael Frazier",190.5,90.7184,Florida,USA,Undrafted,Undrafted,Undrafted,1626187
"Michael Kidd-Gilchrist",200.66,105.233344,Kentucky,USA,2012,1,2,203077
"Michael Olowokandi",213.36,122.016248,Pacific,Nigeria,1998,1,1,1709
"Michael Porter Jr.",208.28,98.883056,Missouri,USA,2018,1,14,1629008
"Michael Redd",198.12,97.068688,"Ohio State",USA,2000,2,43,2072
"Michael Ruffin",205.74,111.583632,Tulsa,USA,1999,2,32,1913
"Michael Smith",203.2,104.32616,Providence,USA,1994,2,35,63
"Michael Stewart",208.28,104.32616,California,USA,Undrafted,Undrafted,Undrafted,1565
"Michael Sweetney",203.2,117.93392,Georgetown,USA,2003,1,9,2552
"Mickael Gelabale",200.66,97.52228,None,USA,2005,2,48,101153
"Mickael Pietrus",198.12,95.25432,None,France,2003,1,11,2554
"Mickell Gladness",210.82,99.79024,"Alabama A&M",USA,Undrafted,Undrafted,Undrafted,202148
"Mikal Bridges",200.66,95.25432,Villanova,USA,2018,1,10,1628969
"Mike Bibby",187.96,86.18248,Arizona,USA,1998,1,2,1710
"Mike Conley",185.42,81.64656,"Ohio State",USA,2007,1,4,201144
"Mike Dunleavy",205.74,100.243832,Duke,USA,2002,1,3,2399
"Mike Hall",203.2,104.32616,"George Washington",USA,Undrafted,Undrafted,Undrafted,200837
"Mike Harris",198.12,108.86208,Rice,USA,Undrafted,Undrafted,Undrafted,200839
"Mike James",187.96,86.18248,Duquesne,USA,Undrafted,Undrafted,Undrafted,2229
"Mike Miller",203.2,98.883056,Florida,USA,2000,1,5,2034
"Mike Muscala",210.82,108.408488,Bucknell,USA,2013,2,44,203488
"Mike Scott",203.2,107.501304,Virginia,USA,2012,2,43,203118
"Mike Taylor",187.96,74.84268,"Iowa State",USA,2008,2,55,201446
"Mike Wilks",177.8,83.91452,Rice,USA,Undrafted,Undrafted,Undrafted,2366
"Mikki Moore",213.36,104.32616,Nebraska,USA,Undrafted,Undrafted,Undrafted,1630
"Mile Ilic",215.9,115.66596,None,USA,2005,2,43,101148
"Miles Bridges",200.66,102.0582,"Michigan State",USA,2018,1,12,1628970
"Milt Palacio",190.5,88.45044,"Colorado State",Belize,Undrafted,Undrafted,Undrafted,1960
"Mitchell Butler",195.58,95.25432,UCLA,USA,Undrafted,Undrafted,Undrafted,348
"Mitchell Robinson",215.9,108.86208,None,USA,2018,2,36,1629011
"Miye Oni",195.58,93.439952,Yale,USA,2019,2,58,1629671
"Mo Bamba",213.36,100.243832,"University of Texas at Austin",USA,2018,1,6,1628964
"Mo Williams",185.42,83.91452,Alabama,USA,2003,2,47,2590
"Monta Ellis",190.5,80.285784,None,USA,2005,2,40,101145
"Monte Morris",190.5,79.3786,"Iowa State",USA,2017,2,51,1628420
"Montrezl Harrell",203.2,108.86208,Louisville,USA,2015,2,32,1626149
"Monty Williams",203.2,102.0582,"Notre Dame",USA,1994,1,24,42
"Moochie Norris",187.96,85.275296,"West Florida",USA,1996,2,33,983
